project_name,description,issued_date,housing_units,number_of_floors,original_address_1,original_zip,council_district,completed_date,link,clean_address,clean_address_2,city,state,country,"gl(n(), chunk_size, length = n())"
6908 FROG POND BND,NEW 1 STORY 4 bed 2 bath SINGLE-FAMILY RESIDENCE ATTACHED GARAGE COVERED PORCH AND PATIO,2026-06-03,1,1,6908 FROG POND BND,78617,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13713721,6908 FROG POND BND,NA,Austin,Texas,United States,2
12908 STAYWELL WAY,2458BR NEW 2 STORY 4 BEDROOM 3 1/2 BATH SINGLE FAMILY RESIDENTIAL HOME WITH ATTACHED GARAGE COVERED FRONT PORCH AND REAR PATIO,2026-05-29,1,2,12908 STAYWELL WAY,78617,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13712185,12908 STAYWELL WAY,NA,Austin,Texas,United States,2
1504 SYLVAN GLADE UNIT B,ePlan: Residential Expedited Review - New construction of a 2-Story Duplex [4bed 3bath]. Unit B,2026-05-04,1,2,1504 SYLVAN GLADE UNIT B,78745,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13696956,1504 SYLVAN GLADE UNIT B,NA,Austin,Texas,United States,2
1704 MIRIAM AVE BLDG 2,Bldg 2: New construction three-unit use single-family residential 2-story 3 bedroom 3 bath with attached 1-car carport covered front porch covered rear patio and 2nd story balcony.,2026-05-20,1,2,1704 MIRIAM AVE BLDG 2,78702,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13704073,1704 MIRIAM AVE BLDG 2,NA,Austin,Texas,United States,2
9120 GOLDEN LION DR,New 1-story single family residence 4 bed/3.5 bath attached garage covered porch and covered patio green building,2026-05-15,1,1,9120 GOLDEN LION DR,78744,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13702273,9120 GOLDEN LION DRIVE,NA,Austin,Texas,United States,2
3202 EANES CIR,ePlan: Residential Expedited Review - New Construction of a 2-Story SF Res [4bed 6bath] with attached garage,2026-06-03,1,2,3202 EANES CIR,78746,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13713716,3202 EANES CIR,NA,Austin,Texas,United States,2
9309 FURMAN DR,Boone S413 C Right New - 1 Story SFR w/ 4 bedrooms 2 bathrooms attached 2 car garage covered entry porch and patio required parking: 2.,2026-05-30,1,1,9309 FURMAN DR,78747,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13711547,9309 FURMAN DRIVE,NA,Austin,Texas,United States,2
1504 SYLVAN GLADE UNIT A,ePlan: Residential Expedited Review - New construction of a 2-Story Duplex [4bed 3bath] with attached Carport. Unit A,2026-05-04,1,2,1504 SYLVAN GLADE UNIT A,78745,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13696955,1504 SYLVAN GLADE UNIT A,NA,Austin,Texas,United States,2
8102 BIRD SONG CIR,New construction of 2 story Duplex Condo each with 3 beds 2.5 baths and attached garage (8100 and 8102 bird song) - Unit B,2026-05-12,1,2,8102 BIRD SONG CIR,78745,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13701075,8102 BIRD SONG CIR,NA,Austin,Texas,United States,2
12404 SAINT THOMAS DR,Hughes 841-O-R Is a New one-story single-family residence with (4) bedrooms (3) bathrooms an attached two-car garage and a covered entry porch and patio.,2026-05-15,1,1,12404 SAINT THOMAS DR,78617,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13702638,12404 SAINT THOMAS DRIVE,NA,Austin,Texas,United States,2
1174 OAK GROVE AVE--BLDG 3,ePlan: Residential Expedited Review - New construction of a 3-Story Single Family Res. [3bed 2.5bath] with Attached Carport. Bldg 3,2026-05-07,1,3,1174 OAK GROVE AVE BLDG 3,78702,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13679230,1174 OAK GROVE AVE BLDG 3,NA,Austin,Texas,United States,2
1012 VARGAS RD,2-Unit use: New single-family residential 1-story manufactured home 3 bedroom 2 bath.,2026-05-05,1,1,1012 VARGAS RD,78741,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13697750,1012 VARGAS ROAD,NA,Austin,Texas,United States,2
17220 RADIANT DR,"New construction of 1 story SFR 4 beds 2 baths

PUD",2026-05-08,1,1,17220 RADIANT DR,78653,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13615956,17220 RADIANT DRIVE,NA,Austin,Texas,United States,2
1704 MIRIAM AVE UNIT 1A,Unit 1A: New construction three-unit use duplex residential: Unit 1A: 2-story 3 bedroom 3 bath.,2026-05-20,1,2,1704 MIRIAM AVE UNIT 1A,78702,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13704071,1704 MIRIAM AVE UNIT 1A,NA,Austin,Texas,United States,2
714 BOLEY DR,Brahman 3318 C Right New - 2 Story SFR CONDOMINUM w/ 4 bedrooms 2.5 bathrooms attached 2 car garage covered entry porch and patio FFE: 683.58 Site Plan: SP-2021-0328C Site Plan Exp.: 01/09/27 Max Bld height: 29-10 Actual Bld height: 29-10 required parking: 2.,2026-05-27,1,2,714 BOLEY DR,78652,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13710163,714 BOLEY DRIVE,NA,Austin,Texas,United States,2
8100 BIRD SONG CIR,New construction of 2 story Duplex Condo each with 3 beds 2.5 baths and attached garage (8100 and 8102 bird song) - Unit A,2026-05-12,1,2,8100 BIRD SONG CIR,78745,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13701074,8100 BIRD SONG CIR,NA,Austin,Texas,United States,2
9425 BUCKSTITCH SADDLE DR,New single-story SFR (4br/3ba) with attached garage covered patio and covered porch *PRODUCTION BUILDER- GREEN BUILDING*,2026-05-05,1,1,9425 BUCKSTITCH SADDLE DR,78724,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13695749,9425 BUCKSTITCH SADDLE DRIVE,NA,Austin,Texas,United States,2
2602 WOOLDRIDGE DR,ePlan: Residential Expedited Review - New Second Unit: Existing Single Family Res to Remain As Is. New construction of 2-story SF Res [1bed 1bath],2026-05-21,1,2,2602 WOOLDRIDGE DR,78703,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=13695841,2602 WOOLDRIDGE DRIVE,NA,Austin,Texas,United States,2
1102 1/2 BRASS ST,Expedited Review. New construction of a 2-story Additional Dwelling Unit (2 beds 2.5 baths) with an attached 1-car garage.,2019-11-01,1,2,1102 1/2 BRASS ST,78702,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12332487,1102 1/2 BRASS STREET,NA,Austin,Texas,United States,2
2108 BLUE MEADOW DR,New manufactured home,2019-10-29,1,1,2108 BLUE MEADOW DR,78744,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12331244,2108 BLUE MEADOW DRIVE,NA,Austin,Texas,United States,2
6512 GRAYMONT DR,Discovery 2587 C/L New 2 Story Single Family Residence (4) Bedrooms (2.5) Baths Covered Entry Uncovered Patio Attached Garage,2019-10-24,1,2,6512 GRAYMONT DR,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12344776,6512 GRAYMONT DRIVE,NA,Austin,Texas,United States,2
15401 SOLSTICE CV,PLAN 2040AL / SFD / 4 BED / 2.5 BATH / 2 CAR ATTACHED GARAGE / FRONT COVERED PORCH,2019-10-22,1,2,15401 SOLSTICE CV,78617,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12346446,15401 SOLSTICE CV,NA,Austin,Texas,United States,2
7901 YOKOHAMA TER,New 2-story single family residence covered porch and patio 5 bedroom 4 bathroom. *GREEN BUILDING REQUIRED*,2019-10-04,1,2,7901 YOKOHAMA TER,78744,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12332083,7901 YOKOHAMA TER,NA,Austin,Texas,United States,2
7606 NORTHCREST BLVD BLDG 2,new secondary 1br/1ba rear dwelling unit,2019-10-21,1,1,7606 NORTHCREST BLVD BLDG 2,78752,4,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12320347,7606 NORTHCREST BOULEVARD BLDG 2,NA,Austin,Texas,United States,2
4819 N CAPITAL OF TEXAS HWY NB BLDG F,"New Three Story Condo W/Att Garage & Covered Porch
Permit voided 1/27/2020 All inspection approved under duplicate permit 2003-006233

************************Reference permit 2003-006233 Final passed at that time*********************************",2019-09-24,NA,3,4819 N CAPITAL OF TEXAS HWY NB BLDG F,78746,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=683361,4819 NORTH CAPITAL OF TEXAS HIGHWAY NB BLDG F,NA,Austin,Texas,United States,2
7453 SPARKLING LIGHT DR,Plan# 2200/2210 A/2 story multi-family duplex/6 Bed/5 Bath/ 2 car attached garage/SP-2010-0159D/FFE-497.55,2019-08-12,2,4,7453 SPARKLING LIGHT DR,78617,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12297223,7453 SPARKLING LIGHT DRIVE,NA,Austin,Texas,United States,2
208 SAN JOSE ST,New 1-story 4 bedroom 2 bathroom manufactured home.,2019-08-19,1,1,208 SAN JOSE ST,78753,4,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12301596,208 SAN JOSE STREET,NA,Austin,Texas,United States,2
15425 JAZZBERRY WAY,*Green Building* Single story single family residence with attached two car garage and covered patios 3 bedroom 2 bathroom.,2019-08-23,1,1,15425 JAZZBERRY WAY,78617,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12304930,15425 JAZZBERRY WAY,NA,Austin,Texas,United States,2
8305 RIVERSTONE DR,New Manufactured Home W/Wd Deck,2019-08-26,NA,NA,8305 RIVERSTONE DR,78724,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=681537,8305 RIVERSTONE DRIVE,NA,Austin,Texas,United States,2
7111 VALBURN DR,New construction of a Single Family Res. 5/4.5 with basement and attached garage.,2019-09-03,1,2,7111 VALBURN DR,78731,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12269746,7111 VALBURN DRIVE,NA,Austin,Texas,United States,2
9113 GEORGIAN DR,New 2-story 989 sqft secondary dwelling unit w/ attached garage and attached carport. 1/1 and studio on the 2nd floor.,2019-08-19,1,2,9113 GEORGIAN DR,78753,4,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12100986,9113 GEORGIAN DRIVE,NA,Austin,Texas,United States,2
7437 SPARKLING LIGHT DR,Plan# 2200/2210 A/2 story multi-family duplex/6 Bed/5 Bath/ 2 car attached garage/SP-2010-0159D/FFE-501.90,2019-08-12,2,4,7437 SPARKLING LIGHT DR,78617,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12297228,7437 SPARKLING LIGHT DRIVE,NA,Austin,Texas,United States,2
7449 SPARKLING LIGHT DR,Plan# 2240/2250 /2 story multi-family duplex/6 Bed/5 Bath/ 4 car attached garages/Rear covered patios/SP-2010-0159D/FFE-499.17,2019-08-13,2,4,7449 SPARKLING LIGHT DR,78617,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12298478,7449 SPARKLING LIGHT DRIVE,NA,Austin,Texas,United States,2
209 SAN JOSE ST,Install manufactured home on lot with 3 bedrooms and 2 baths,2019-07-23,1,1,209 SAN JOSE ST,78753,4,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12283704,209 SAN JOSE STREET,NA,Austin,Texas,United States,2
11621 AMERICAN MUSTANG LOOP,New single family residential construction covered porch and patio 4 bedroom 3 bathroom. *Green Building*,2019-07-18,1,1,11621 AMERICAN MUSTANG LOOP,78724,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12154495,11621 AMERICAN MUSTANG LOOP,NA,Austin,Texas,United States,2
4520 RIMROCK TRL,New 2 story primary single family residence with attached garage front porch balcony and trellis.,2019-07-08,1,2,4520 RIMROCK TRL,78723,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12271255,4520 RIMROCK TRAIL,NA,Austin,Texas,United States,2
4416 BANISTER LN,New construction secondary apartment 1-story 2 bedroom. 2 bath with attached 1-car garage and covered front porch.,2019-07-11,1,1,4416 BANISTER LN,78745,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12274508,4416 BANISTER LANE,NA,Austin,Texas,United States,2
4520 RIMROCK TRL,New 2 story secondary apartment with covered patios front porch and balcony.,2019-07-08,1,2,4520 RIMROCK TRL,78723,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12271256,4520 RIMROCK TRAIL,NA,Austin,Texas,United States,2
11609 AMERICAN MUSTANG LOOP,New 1-story single family residence to have (4) bedrooms (3) bathrooms attached garage covered front porch and rear covered patio. *Green Building*WILDHORSE PUD*,2019-06-24,1,1,11609 AMERICAN MUSTANG LOOP,78724,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12264145,11609 AMERICAN MUSTANG LOOP,NA,Austin,Texas,United States,2
1308 LIMELIGHT LN,New single family condominium residence covered porch & patio attached 1 car garage with tandem parking in driveway 3 bedroom 2.5 bath.,2019-06-03,1,2,1308 LIMELIGHT LN,78660,7,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12209526,1308 LIMELIGHT LANE,NA,Austin,Texas,United States,2
3718 MENCHACA RD,"UNIT 303 - New 3 story with attached garage office and roof top. 3/3.5 
Revision 1: Revisions to exterior building materials.",2022-06-29,1,3,3718 MENCHACA RD,78704,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12942316,3718 MENCHACA ROAD,NA,Austin,Texas,United States,2
7920 MULLEN DR,Building 1 Unit 5 new 3-story townhouses  with attached garage 3/3,2022-06-28,1,3,7920 MULLEN DR,78757,4,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12950083,7920 MULLEN DRIVE,NA,Austin,Texas,United States,2
7920 MULLEN DR,Building #2  Unit 8 New 3 Story Single Family House with attached garage  3/3,2022-06-28,1,3,7920 MULLEN DR,78757,4,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12950140,7920 MULLEN DRIVE,NA,Austin,Texas,United States,2
7920 MULLEN DR,Building #2  Unit 4 New 3 Story Single Family House with attached garage  3/3,2022-06-28,1,3,7920 MULLEN DR,78757,4,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12950138,7920 MULLEN DRIVE,NA,Austin,Texas,United States,2
3718 MENCHACA RD,UNIT 401 - New 3 story with attached garage office and roof top. 2/2.5,2022-06-28,1,3,3718 MENCHACA RD,78704,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12925948,3718 MENCHACA ROAD,NA,Austin,Texas,United States,2
1002 GLEN OAKS CT,New ADU 1 Story 1/1,2022-07-18,1,1,1002 GLEN OAKS CT,78702,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12917913,1002 GLEN OAKS CT,NA,Austin,Texas,United States,2
7920 MULLEN DR,Building 1 Unit 7 new 3-story townhouses  with attached garage 3/3,2022-06-28,1,3,7920 MULLEN DR,78757,4,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12950084,7920 MULLEN DRIVE,NA,Austin,Texas,United States,2
5105 LANSING DR BLDG 2,New construction secondary apartment above detached 2-car garage; SDU consists of 1 bedroom 1 bath with exterior stairs and covered landing. Detached garage has utility room and storage.,2019-05-22,1,2,5105 LANSING DR BLDG 2,78745,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12203280,5105 LANSING DRIVE BLDG 2,NA,Austin,Texas,United States,2
16412 ENAMORADO RD,Hudson 2094-F-L New 2 story single family residence with (4) bedroom (3.5) bathrooms attached 2 car garage covered entry and patio,2019-05-06,1,2,16412 ENAMORADO RD,78653,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12192402,16412 ENAMORADO ROAD,NA,Austin,Texas,United States,2
7809 BESTRIDE BND,New 1-story single family residence to have (3) bedrooms (2) bathrooms attached garage covered front porch and rear covered patio. *GREEN BUILDING*PILOT KNOB PUD*,2019-05-01,1,2,7809 BESTRIDE BND,78744,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12186475,7809 BESTRIDE BND,NA,Austin,Texas,United States,2
9912 COMELY BND,Hudson 2094-F-L New 2 story single family residence with (4) bedroom (3.5) bathrooms attached 2 car garage covered entry and patio,2019-05-06,1,2,9912 COMELY BND,78653,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12192391,9912 COMELY BND,NA,Austin,Texas,United States,2
1406 E APPLEGATE DR,New 2-story 4 bedroom 3 bathroom single family residence w/ attached garage covered porch and covered patio.,2019-05-01,1,2,1406 E APPLEGATE DR,78753,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12188070,1406 EAST APPLEGATE DRIVE,NA,Austin,Texas,United States,2
16420 ENAMORADO RD,Raleigh 1658-D-R New 1 story single family residence with (3) bedroom (2) bathrooms attached 2 car garage covered entry and patio,2019-05-06,1,1,16420 ENAMORADO RD,78653,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12192449,16420 ENAMORADO ROAD,NA,Austin,Texas,United States,2
11913 ROSCOMMON TRL,New 1 story sfr 4 beds 2 baths with attached garage,2019-05-07,1,1,11913 ROSCOMMON TRL,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12188899,11913 ROSCOMMON TRAIL,NA,Austin,Texas,United States,2
16416 ENAMORADO RD,Washington 1725-B-L 1-story single family residence (3) bedroom (2) bathrooms attached 2 car garage covered entry patio,2019-05-06,1,1,16416 ENAMORADO RD,78653,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12192468,16416 ENAMORADO ROAD,NA,Austin,Texas,United States,2
9816 BECOMING ST,Washington 1725-B-L New (1) story single family residence (3) bdrms (2) baths attached 2car garage with cvrd entry and rear patio,2019-05-06,1,1,9816 BECOMING ST,78653,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12192424,9816 BECOMING STREET,NA,Austin,Texas,United States,2
6301 ARBOR CREST LN,Bexar 51399 DL New 1 Story Single Family Residence with (3) bed (2) bath attached 2 car garage covered entry flatwork patio,2019-05-10,1,1,6301 ARBOR CREST LN,78747,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12195832,6301 ARBOR CREST LANE,NA,Austin,Texas,United States,2
4518 RIMROCK TRL,Secondary dwelling unit with 2 bedrooms and 3 baths,2019-04-02,1,2,4518 RIMROCK TRL,78723,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12154354,4518 RIMROCK TRAIL,NA,Austin,Texas,United States,2
4522 RIMROCK TRL,Secondary dwelling unit with 2 bedrooms and 3 baths,2019-04-02,1,2,4522 RIMROCK TRL,78723,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12159781,4522 RIMROCK TRAIL,NA,Austin,Texas,United States,2
4518 RIMROCK TRL,New SFR with 3 bedrooms and 3 baths and attached garage,2019-04-02,1,2,4518 RIMROCK TRL,78723,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12154353,4518 RIMROCK TRAIL,NA,Austin,Texas,United States,2
1404 LIMELIGHT LN,Unit #20. New 2 story single-family condominium residence 3 bedroom 2.5 bath. Attached 1 car garage with 1 tandem parking spot in driveway.,2019-03-25,1,2,1404 LIMELIGHT LN,78660,7,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12160860,1404 LIMELIGHT LANE,NA,Austin,Texas,United States,2
4522 RIMROCK TRL,SFR with 3 bedrooms 3 baths and attached garage,2019-04-02,1,2,4522 RIMROCK TRL,78723,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12159780,4522 RIMROCK TRAIL,NA,Austin,Texas,United States,2
1016 MORNING MOON CIR,**BP Withdrawn- See comment tab for additional information-JC**Irvine 7046 -D-L New 2 Story Single Family Residence with 7 bedrooms 4 1/2 bathrooms attached 3 car garage covered entry porch & patio,2019-04-01,1,2,1016 MORNING MOON CIR,78732,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12166362,1016 MORNING MOON CIR,NA,Austin,Texas,United States,2
1202 LIMELIGHT LN,Unit 31.  Construction of new 2-story single family detached condominium covered porch and patio 1 car garage with tandem parking in driveway.,2019-04-01,1,2,1202 LIMELIGHT LN,78660,7,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12165406,1202 LIMELIGHT LANE,NA,Austin,Texas,United States,2
409 W 35TH ST,"Expedited Review: New construction 2 story ADU (2 bath / 2 bed) with attached garage and covered patio. 
5/9/19 MW Pre-con Failed no tree protection in place for two (2) heritage pecans on the adjacent lot impacts to the CRZs of both trees. Email martin.wise@austintexas.gov if you have questions.",2019-04-11,1,2,409 W 35TH ST,78705,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12172633,409 WEST 35TH STREET,NA,Austin,Texas,United States,2
10120 FOREST GROVE DR,Opus-1592BR-New 1-Story Single Family Residence w/ 3 bedrooms 2 bathrooms attached 2 car garage covered entry porch & patio,2019-03-07,1,1,10120 FOREST GROVE DR,78747,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12150964,10120 FOREST GROVE DRIVE,NA,Austin,Texas,United States,2
6600 HERGOTZ LN,New 2 story SF res w/ Front Covered Porch Rear Covered Patio Balcony  (3) Bedrooms (3.5) Bathrooms & Flex Room.,2019-03-18,1,2,6600 HERGOTZ LN,78742,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12145793,6600 HERGOTZ LANE,NA,Austin,Texas,United States,2
1815 KERR ST,"new 2 story sfr 5 bedrooms 4.5 baths 2 car garage
Cycle: 1 - Adequate fire flow available.",2019-03-01,1,2,1815 KERR ST,78704,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12145632,1815 KERR STREET,NA,Austin,Texas,United States,2
12100 SCARLET SLEEVE WAY,12100 Scarlet Sleeve Way: New 2-story SFR with 3 bedrooms 2.5 bathrooms covered porch attached garage,2021-10-07,1,2,12100 SCARLET SLEEVE WAY,78617,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12793134,12100 SCARLET SLEEVE WAY,NA,Austin,Texas,United States,2
12104 SCARLET SLEEVE WAY,12104 Scarlet Sleeve Way: New 2-story SFR with 3 bedrooms 2.5 bathrooms covered porch attached garage,2021-10-07,1,2,12104 SCARLET SLEEVE WAY,78617,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12793136,12104 SCARLET SLEEVE WAY,NA,Austin,Texas,United States,2
10200 FOREST GROVE DR,Crescendo-1546AR-New 1-Story Single Family Residence w/ 3 bedrooms 2 bathrooms attached 2 car garage covered entry porch & patio,2019-03-11,1,1,10200 FOREST GROVE DR,78747,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12153334,10200 FOREST GROVE DRIVE,NA,Austin,Texas,United States,2
1302 PALO DURO RD,Two family residential duplex new construction 2-story 3/3 bedroom 3.5/3 bath with attached 1-car carport (Unit A) attached 1-car garage (Unit B) covered front porch (both units) and covered rear patio (both units).,2019-03-13,2,2,1302 PALO DURO RD,78757,7,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12149892,1302 PALO DURO ROAD,NA,Austin,Texas,United States,2
2810 GONZALES ST  SECONDARY,New construction of 1092 sqft  2-story secondary dwelling unit. 3/2.5,2019-03-04,1,2,2810 GONZALES ST,78702,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12142904,2810 GONZALES STREET,NA,Austin,Texas,United States,2
8207 CHRYSLER BND,2275E-E1-2 story new single family residence 3/bdr/2bath/2 car covered garage/2275/left swing,2019-02-19,1,2,8207 CHRYSLER BND,78744,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12132578,8207 CHRYSLER BND,NA,Austin,Texas,United States,2
8113 DONNELLEY DR,2150E-E1-R  1 story new single family residence 3 bdr/2 bath/2 car covered garage,2019-01-30,1,1,8113 DONNELLEY DR,78744,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12110495,8113 DONNELLEY DRIVE,NA,Austin,Texas,United States,2
7808 DONNELLEY DR,2287E-E2-1 story new single family residence 4bdr/3bath/2 car covered garage 2287/right swing,2019-02-12,1,1,7808 DONNELLEY DR,78744,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12131245,7808 DONNELLEY DRIVE,NA,Austin,Texas,United States,2
2607 RIVER HILLS RD BLDG G,"Expedited Review: New 4/6 2 story sing fam res with theatre exercise room game room attached garages and attached pool house
9/10/19 MW Pass tree protection for the area near the boat dock has been installed no work is to be done beyond that until more protection is installed. Met with Monte Goertz and Wes Buckner on site. Contact: martin.wise@austintexas.gov",2019-01-30,1,2,2607 RIVER HILLS RD BLDG G,78733,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12126960,2607 RIVER HILLS ROAD BLDG G,NA,Austin,Texas,United States,2
2225 THRASHER LN UNIT B,New Single Family Dwelling,2019-01-15,1,2,2225 THRASHER LN BLDG 2,78741,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12105348,2225 THRASHER LANE BLDG 2,NA,Austin,Texas,United States,2
7816 BESTRIDE BND,New 2-story single-family residence attached garage covered entry porch and patio. *GREEN BUILDING*,2019-01-16,1,2,7816 BESTRIDE BND,78744,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12119027,7816 BESTRIDE BND,NA,Austin,Texas,United States,2
